ActualLandingTime,Airline,AircraftType,RunwayNumber,StandNumber,Date,AWNDmean,PRCPmean,TAVGmean,WDF5mean,WSF2max,WSF5max,WT01max,WT02max,WT03max,WT08max,IceRoad,WetDay,ShipmentWeightCat,NbPlanesLast10Mn,Hour,WeekDay,ParkingArea,StandRank,TaxiTime,LogTaxiTime
2019-01-17 12:03:00,CAR1,B757/2-WL,0.0,7,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,4.0,12,3,20919.9,1,5.0,1.791759469228055
2019-01-17 12:03:00,CAR1,MD88,9.0,111,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,5.0,12,3,15739.7,0,5.0,1.791759469228055
2019-01-17 12:05:00,CAR3,CRJ/2,0.0,72,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,5.0,12,3,6031.2,2,5.0,1.791759469228055
2019-01-17 12:05:00,CAR1,MD88,9.0,96,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,6.0,12,3,15739.7,0,4.000000000000001,1.6094379124341005
2019-01-17 12:06:00,CAR4,CRJ/9,0.0,2,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,7.0,12,3,9688.3,2,7.0,2.0794415416798357
2019-01-17 12:07:00,CAR4,CRJ/9,9.0,107,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,8.0,12,3,9688.3,1,4.000000000000001,1.6094379124341005
2019-01-17 12:08:00,CAR3,CRJ/2,0.0,123,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,9.0,12,3,6031.2,2,6.0,1.9459101490553132
2019-01-17 12:09:00,CAR1,MD88,9.0,70,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,9.0,12,3,15739.7,0,3.0,1.3862943611198906
2019-01-17 12:09:00,CAR4,CRJ/2,0.0,82,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,10.0,12,3,6031.2,2,6.0,1.9459101490553132
2019-01-17 12:11:00,CAR1,B737/9-WL,9.0,4,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,10.0,12,3,16223.1,1,4.000000000000001,1.6094379124341005
2019-01-17 12:11:00,CAR1,MD90/3,0.0,68,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,11.0,12,3,16450.3,0,5.0,1.791759469228055
2019-01-17 12:12:00,CAR3,CRJ/2,0.0,99,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,11.0,12,3,6031.2,3,6.0,1.9459101490553132
2019-01-17 12:13:00,CAR1,MD88,9.0,12,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,10.0,12,3,15739.7,1,5.0,1.791759469228055
2019-01-17 12:14:00,CAR3,CRJ/2,0.0,21,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,11.0,12,3,6031.2,2,4.000000000000001,1.6094379124341005
2019-01-17 12:15:00,CAR1,A321/2,0.0,8,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,10.0,12,3,16337.8,1,6.0,1.9459101490553132
2019-01-17 12:17:00,CAR1,MD88,0.0,15,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,10.0,12,3,15739.7,1,4.000000000000001,1.6094379124341005
2019-01-17 12:18:00,CAR1,A321/2,0.0,31,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,11.0,12,3,16337.8,2,5.0,1.791759469228055
2019-01-17 12:19:00,CAR3,CRJ/2,9.0,149,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,10.0,12,3,6031.2,2,4.000000000000001,1.6094379124341005
2019-01-17 12:20:00,CAR1,MD88,0.0,76,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,11.0,12,3,15739.7,0,4.000000000000001,1.6094379124341005
2019-01-17 12:21:00,CAR1,MD88,0.0,93,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,10.0,12,3,15739.7,0,9.0,2.302585092994046
2019-01-17 12:22:00,CAR4,CRJ/9,9.0,5,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,10.0,12,3,9688.3,1,6.0,1.9459101490553132
2019-01-17 12:22:00,CAR1,MD88,0.0,80,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,11.0,12,3,15739.7,0,7.0,2.0794415416798357
2019-01-17 12:24:00,CAR4,CRJ/9,9.0,152,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,10.0,12,3,9688.3,3,4.000000000000001,1.6094379124341005
2019-01-17 12:26:00,CAR1,MD88,9.0,46,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,9.0,12,3,15739.7,0,3.0,1.3862943611198906
2019-01-17 12:26:00,CAR1,A330/3,0.0,141,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,10.0,12,3,41344.5,3,8.000000000000002,2.1972245773362196
2019-01-17 12:29:00,CAR1,B757/2-WL,0.0,37,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,7.0,12,3,20919.9,0,3.0,1.3862943611198906
2019-01-17 12:30:00,CAR1,MD90/3,9.0,54,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,7.0,12,3,16450.3,0,5.0,1.791759469228055
2019-01-17 12:30:00,CAR1,B757/2-WL,0.0,129,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,8.0,12,3,20919.9,1,6.0,1.9459101490553132
2019-01-17 12:32:00,CAR1,MD88,9.0,136,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,6.0,12,3,15739.7,0,5.0,1.791759469228055
2019-01-17 12:33:00,CAR4,CRJ/9,0.0,10,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,7.0,12,3,9688.3,2,5.0,1.791759469228055
2019-01-17 12:34:00,CAR1,MD88,9.0,13,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,7.0,12,3,15739.7,0,3.0,1.3862943611198906
2019-01-17 12:35:00,CAR1,A320/2,9.0,28,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,8.0,12,3,13791.4,0,4.000000000000001,1.6094379124341005
2019-01-17 12:35:00,CAR1,B757/2-WL,0.0,60,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,9.0,12,3,20919.9,0,8.000000000000002,2.1972245773362196
2019-01-17 12:37:00,CAR1,B737/9-WL,9.0,50,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,8.0,12,3,16223.1,1,5.0,1.791759469228055
2019-01-17 12:37:00,CAR1,MD90/3,9.0,117,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,9.0,12,3,16450.3,1,4.000000000000001,1.6094379124341005
2019-01-17 12:37:00,CAR4,CRJ/2,0.0,67,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,10.0,12,3,6031.2,2,8.000000000000002,2.1972245773362196
2019-01-17 12:38:00,CAR4,CRJ/2,0.0,87,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,11.0,12,3,6031.2,1,10.0,2.3978952727983707
2019-01-17 12:39:00,CAR3,CRJ/2,9.0,42,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,11.0,12,3,6031.2,1,4.000000000000001,1.6094379124341005
2019-01-17 12:42:00,CAR1,B717/2,9.0,100,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,9.0,12,3,11573.3,0,6.0,1.9459101490553132
2019-01-17 12:43:00,CAR1,A321/2,0.0,17,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,9.0,12,3,16337.8,1,6.0,1.9459101490553132
2019-01-17 12:43:00,CAR1,B737/9-WL,9.0,97,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,10.0,12,3,16223.1,3,8.000000000000002,2.1972245773362196
2019-01-17 12:45:00,CAR1,MD90/3,9.0,108,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,8.0,12,3,16450.3,0,7.0,2.0794415416798357
2019-01-17 12:48:00,CAR1,B737/9-WL,9.0,26,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,5.0,12,3,16223.1,0,7.0,2.0794415416798357
2019-01-17 12:49:00,CAR1,MD88,8.0,85,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,5.0,12,3,15739.7,0,9.0,2.302585092994046
2019-01-17 12:50:00,CAR1,MD88,9.0,115,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,6.0,12,3,15739.7,0,7.0,2.0794415416798357
2019-01-17 12:51:00,CAR1,B737/9-WL,9.0,137,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,7.0,12,3,16223.1,3,6.0,1.9459101490553132
2019-01-17 12:51:00,CAR1,B757/3-WL,8.0,91,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,8.0,12,3,24064.1,1,9.0,2.302585092994046
2019-01-17 12:53:00,CAR1,MD88,9.0,39,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,6.0,12,3,15739.7,0,5.0,1.791759469228055
2019-01-17 12:53:00,CAR1,MD88,8.0,36,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,7.0,12,3,15739.7,3,14.0,2.70805020110221
2019-01-17 12:54:00,CAR1,B737/9-WL,9.0,69,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,8.0,12,3,16223.1,1,5.0,1.791759469228055
2019-01-17 12:55:00,CAR1,MD88,8.0,78,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,8.0,12,3,15739.7,0,7.0,2.0794415416798357
2019-01-17 12:55:00,CAR1,B717/2,0.0,90,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,9.0,12,3,11573.3,1,5.0,1.791759469228055
2019-01-17 12:57:00,CAR4,CRJ/9,9.0,94,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,11.0,12,3,9688.3,1,9.0,2.302585092994046
2019-01-17 12:57:00,CAR1,MD88,0.0,74,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,12.0,12,3,15739.7,0,5.0,1.791759469228055
2019-01-17 12:57:00,CAR1,MD88,8.0,11,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,13.0,12,3,15739.7,1,9.0,2.302585092994046
2019-01-17 13:00:00,CAR1,B717/2,8.0,63,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,11.0,13,3,11573.3,1,7.0,2.0794415416798357
2019-01-17 13:01:00,CAR1,A321/2,8.0,56,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,10.0,13,3,16337.8,0,10.0,2.3978952727983707
2019-01-17 13:01:00,CAR1,B717/2,0.0,59,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,11.0,13,3,11573.3,1,7.0,2.0794415416798357
2019-01-17 13:01:00,CAR1,B737/9-WL,9.0,33,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,12.0,13,3,16223.1,2,13.0,2.6390573296152584
2019-01-17 13:03:00,CAR1,MD88,8.0,1,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,11.0,13,3,15739.7,1,10.0,2.3978952727983707
